uniqueid,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,staxids
870,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,5,1,1,88,31338048,31337960,1.53E-26,130,111789
871,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,31734605,31734518,1.53E-26,130,111789
872,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,32781161,32781074,1.53E-26,130,111789
873,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,33436673,33436760,1.53E-26,130,111789
874,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,33476721,33476808,1.53E-26,130,111789
875,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,37684658,37684745,1.53E-26,130,111789
876,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,39207124,39207037,1.53E-26,130,111789
877,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,39350398,39350311,1.53E-26,130,111789
878,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,41847770,41847683,1.53E-26,130,111789
879,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,41881848,41881935,1.53E-26,130,111789
880,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,41991737,41991650,1.53E-26,130,111789
881,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,43364643,43364730,1.53E-26,130,111789
882,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,44184082,44183995,1.53E-26,130,111789
883,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,44317584,44317497,1.53E-26,130,111789
884,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,45950692,45950605,1.53E-26,130,111789
885,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,46170895,46170808,1.53E-26,130,111789
886,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,46737676,46737589,1.53E-26,130,111789
887,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,46845203,46845116,1.53E-26,130,111789
888,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,47288053,47288140,1.53E-26,130,111789
889,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,47666603,47666516,1.53E-26,130,111789
890,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,47845848,47845761,1.53E-26,130,111789
891,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,49347464,49347377,1.53E-26,130,111789
892,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,49404237,49404324,1.53E-26,130,111789
893,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,50772195,50772282,1.53E-26,130,111789
894,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,51033218,51033131,1.53E-26,130,111789
895,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,51582181,51582094,1.53E-26,130,111789
896,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,52227358,52227445,1.53E-26,130,111789
897,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,53456323,53456410,1.53E-26,130,111789
898,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,55153446,55153359,1.53E-26,130,111789
899,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,55381883,55381796,1.53E-26,130,111789
900,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,56775282,56775195,1.53E-26,130,111789
901,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,57931542,57931455,1.53E-26,130,111789
902,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,57962685,57962598,1.53E-26,130,111789
903,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,58005891,58005804,1.53E-26,130,111789
904,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,58111865,58111952,1.53E-26,130,111789
905,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,58802388,58802301,1.53E-26,130,111789
906,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,61286821,61286734,1.53E-26,130,111789
907,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,62523658,62523745,1.53E-26,130,111789
908,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,62829071,62828984,1.53E-26,130,111789
909,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,63397197,63397284,1.53E-26,130,111789
910,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,64748593,64748506,1.53E-26,130,111789
911,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,65884478,65884565,1.53E-26,130,111789
912,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,68000789,68000876,1.53E-26,130,111789
913,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,68343047,68343134,1.53E-26,130,111789
914,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,68750674,68750761,1.53E-26,130,111789
915,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,69450240,69450153,1.53E-26,130,111789
916,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,69926846,69926759,1.53E-26,130,111789
917,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,71701607,71701520,1.53E-26,130,111789
918,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,5,1,1,88,72523839,72523927,1.53E-26,130,111789
919,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,74743284,74743197,1.53E-26,130,111789
920,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,74987912,74987999,1.53E-26,130,111789
921,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,75234712,75234799,1.53E-26,130,111789
922,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,76866322,76866235,1.53E-26,130,111789
923,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,77021851,77021938,1.53E-26,130,111789
924,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,77035233,77035320,1.53E-26,130,111789
925,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,78193924,78194011,1.53E-26,130,111789
926,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,78608076,78608163,1.53E-26,130,111789
927,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,78724856,78724769,1.53E-26,130,111789
928,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,78825171,78825258,1.53E-26,130,111789
929,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,78860804,78860717,1.53E-26,130,111789
930,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,78976579,78976492,1.53E-26,130,111789
931,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,79437277,79437190,1.53E-26,130,111789
932,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,79952130,79952217,1.53E-26,130,111789
933,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,81564039,81564126,1.53E-26,130,111789
934,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,81777342,81777255,1.53E-26,130,111789
935,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,83260510,83260423,1.53E-26,130,111789
936,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.222,90,7,0,1,90,7173566,7173477,5.50E-26,128,111789
937,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.103,87,6,0,1,87,12177168,12177082,5.50E-26,128,111789
938,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.103,87,6,0,2,88,14028207,14028293,5.50E-26,128,111789
939,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.048,84,5,0,1,84,27530031,27530114,5.50E-26,128,111789
940,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.103,87,6,0,2,88,31712194,31712108,5.50E-26,128,111789
941,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.222,90,7,0,1,90,49611118,49611029,5.50E-26,128,111789
942,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.222,90,7,0,1,90,50381822,50381911,5.50E-26,128,111789
943,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.048,84,5,0,3,86,51345368,51345451,5.50E-26,128,111789
944,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.048,84,5,0,1,84,58364360,58364443,5.50E-26,128,111789
945,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,5,1,1,88,64396897,64396811,5.50E-26,128,111789
946,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,5,1,1,88,66101661,66101575,5.50E-26,128,111789
947,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.222,90,7,0,1,90,67005460,67005371,5.50E-26,128,111789
948,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,5,1,1,88,69563214,69563300,5.50E-26,128,111789
949,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.222,90,7,0,1,90,84274848,84274759,5.50E-26,128,111789
950,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.023,86,6,0,3,88,15181051,15180966,1.98E-25,126,111789
951,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.023,86,6,0,1,86,21644665,21644580,1.98E-25,126,111789
952,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,3,1,1,88,47881949,47882033,1.98E-25,126,111789
953,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.023,86,6,0,3,88,50693097,50693012,1.98E-25,126,111789
954,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.023,86,6,0,1,86,65572600,65572515,1.98E-25,126,111789
955,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.023,86,6,0,2,87,65963130,65963045,1.98E-25,126,111789
956,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,3,1,1,88,75051470,75051554,1.98E-25,126,111789
957,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,1330750,1330663,7.12E-25,124,111789
958,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,1524836,1524749,7.12E-25,124,111789
959,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,1631794,1631881,7.12E-25,124,111789
960,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.135,89,6,1,1,88,1635882,1635794,7.12E-25,124,111789
961,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,1695179,1695092,7.12E-25,124,111789
962,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,2242584,2242497,7.12E-25,124,111789
963,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.937,79,4,0,10,88,4353797,4353719,7.12E-25,124,111789
964,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,4744372,4744459,7.12E-25,124,111789
965,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,4888119,4888032,7.12E-25,124,111789
966,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,7543300,7543387,7.12E-25,124,111789
967,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,24418240,24418153,7.12E-25,124,111789
968,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,27825185,27825098,7.12E-25,124,111789
969,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,31457996,31458083,7.12E-25,124,111789
970,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,40009543,40009630,7.12E-25,124,111789
971,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,41215719,41215632,7.12E-25,124,111789
972,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,41479215,41479302,7.12E-25,124,111789
973,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,41875357,41875270,7.12E-25,124,111789
974,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,44504223,44504310,7.12E-25,124,111789
975,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,46797723,46797636,7.12E-25,124,111789
976,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,47601835,47601748,7.12E-25,124,111789
977,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,3,90,48924534,48924621,7.12E-25,124,111789
978,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,49393095,49393008,7.12E-25,124,111789
979,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,51930021,51930108,7.12E-25,124,111789
980,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.941,85,6,0,2,86,52814588,52814504,7.12E-25,124,111789
981,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,53899493,53899580,7.12E-25,124,111789
982,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,58059888,58059975,7.12E-25,124,111789
983,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,58286324,58286411,7.12E-25,124,111789
984,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,61158889,61158976,7.12E-25,124,111789
985,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,62087035,62086948,7.12E-25,124,111789
986,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,62537783,62537696,7.12E-25,124,111789
987,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,68457292,68457205,7.12E-25,124,111789
988,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,69262805,69262718,7.12E-25,124,111789
989,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,69791431,69791518,7.12E-25,124,111789
990,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,69849904,69849817,7.12E-25,124,111789
991,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.023,86,5,1,3,88,72513378,72513294,7.12E-25,124,111789
992,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,75287579,75287492,7.12E-25,124,111789
993,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,78432032,78431945,7.12E-25,124,111789
994,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,78626118,78626031,7.12E-25,124,111789
995,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,78733076,78733163,7.12E-25,124,111789
996,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.135,89,6,1,1,88,78737164,78737076,7.12E-25,124,111789
997,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,78796461,78796374,7.12E-25,124,111789
998,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,79343866,79343779,7.12E-25,124,111789
999,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.937,79,4,0,10,88,81455079,81455001,7.12E-25,124,111789
1000,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,81845654,81845741,7.12E-25,124,111789
1001,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,81989401,81989314,7.12E-25,124,111789
1002,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,7,0,1,88,84644582,84644669,7.12E-25,124,111789
1003,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,5,1,1,88,15284405,15284490,2.56E-24,122,111789
1004,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,6,1,1,88,61947099,61947185,2.56E-24,122,111789
1005,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,6,1,1,88,63820512,63820426,2.56E-24,122,111789
1006,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.954,87,7,0,3,89,65825388,65825474,2.56E-24,122,111789
1007,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.857,84,4,1,3,86,1148369,1148450,9.21E-24,121,111789
1008,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.805,77,4,0,12,88,8997224,8997148,9.21E-24,121,111789
1009,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.954,87,5,1,2,88,12157745,12157829,9.21E-24,121,111789
1010,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.86,86,7,0,3,88,28174242,28174327,9.21E-24,121,111789
1011,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,4,1,1,88,57235579,57235495,9.21E-24,121,111789
1012,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.045,88,4,2,1,88,58089641,58089557,9.21E-24,121,111789
1013,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.86,86,7,0,1,86,67094008,67094093,9.21E-24,121,111789
1014,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,98.529,68,1,0,20,87,68746752,68746819,9.21E-24,121,111789
1015,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.857,84,4,1,3,86,78249651,78249732,9.21E-24,121,111789
1016,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,2586575,2586488,3.31E-23,119,111789
1017,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,8874652,8874739,3.31E-23,119,111789
1018,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,14808973,14809060,3.31E-23,119,111789
1019,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,20105020,20104933,3.31E-23,119,111789
1020,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.111,90,4,3,1,88,26061009,26060922,3.31E-23,119,111789
1021,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,34124000,34123913,3.31E-23,119,111789
1022,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,49262424,49262337,3.31E-23,119,111789
1023,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,56919400,56919313,3.31E-23,119,111789
1024,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,91.011,89,6,2,1,88,58305577,58305490,3.31E-23,119,111789
1025,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,61856021,61856108,3.31E-23,119,111789
1026,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,65444335,65444248,3.31E-23,119,111789
1027,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,67623229,67623142,3.31E-23,119,111789
1028,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,68647359,68647272,3.31E-23,119,111789
1029,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.909,88,8,0,1,88,79687857,79687770,3.31E-23,119,111789
1030,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.805,87,8,0,1,87,49217593,49217679,1.19E-22,117,111789
1031,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,90.805,87,8,0,1,87,58131026,58130940,1.19E-22,117,111789
1032,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.595,74,4,0,16,89,58239299,58239372,4.28E-22,115,111789
1033,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.405,79,6,0,10,88,20464752,20464674,1.54E-21,113,111789
1034,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.521,73,4,0,1,73,59219155,59219227,1.54E-21,113,111789
1035,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,89.773,88,9,0,1,88,75028909,75028996,1.54E-21,113,111789
1036,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.506,77,3,2,12,87,75049284,75049359,1.54E-21,113,111789
1037,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.889,90,10,0,1,90,29241322,29241411,5.54E-21,111,111789
1038,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,89.773,88,8,1,1,88,38299147,38299233,5.54E-21,111,111789
1039,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,75,5,0,10,84,58461001,58460927,5.54E-21,111,111789
1040,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.444,72,4,0,1,72,58708559,58708630,5.54E-21,111,111789
1041,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,89.773,88,8,1,1,88,67756442,67756528,5.54E-21,111,111789
1042,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,89.773,88,6,1,1,88,68207946,68207862,1.99E-20,110,111789
1043,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.764,89,10,0,1,89,76829274,76829362,1.99E-20,110,111789
1044,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.636,88,10,0,1,88,27856658,27856571,7.17E-20,108,111789
1045,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.636,88,10,0,1,88,41460710,41460623,7.17E-20,108,111789
1046,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.636,88,10,0,1,88,59215779,59215866,7.17E-20,108,111789
1047,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.151,73,5,0,1,73,69935694,69935622,7.17E-20,108,111789
1048,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.636,88,8,1,1,88,25182783,25182698,2.58E-19,106,111789
1049,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,88.764,89,6,1,1,89,41929559,41929643,2.58E-19,106,111789
1050,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.825,63,1,1,12,73,4277290,4277228,9.27E-19,104,111789
1051,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.825,63,1,1,12,73,81378572,81378510,9.27E-19,104,111789
1052,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.312,64,3,0,25,88,1434092,1434155,3.33E-18,102,111789
1053,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.721,61,2,0,1,61,26456287,26456347,3.33E-18,102,111789
1054,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.03,67,4,0,1,67,56363169,56363235,3.33E-18,102,111789
1055,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.03,67,4,0,1,67,63202271,63202205,3.33E-18,102,111789
1056,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.312,64,3,0,25,88,78535374,78535437,3.33E-18,102,111789
1057,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,87.5,88,8,1,1,88,34444263,34444347,4.31E-17,99,111789
1058,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.537,67,5,0,1,67,57759812,57759746,1.55E-16,97.1,111789
1059,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,60,4,0,1,60,8805020,8804961,2.60E-14,89.8,111789
1060,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.643,56,3,0,1,56,40071034,40070979,9.34E-14,87.9,111789
1061,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,92.982,57,3,1,1,56,26200107,26200051,4.34E-12,82.4,111789
1062,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,85.227,88,3,1,1,88,43269950,43269873,4.34E-12,82.4,111789
1063,Met178.1;size=1;,gi|29243383|dbj|AP001006.5|,100,88,0,0,1,88,48169,48082,1.51E-36,163,9606
1064,Met178.1;size=1;,gi|29243383|dbj|AP001006.5|,94.186,86,5,0,3,88,80431,80516,4.25E-27,132,9606
1065,Met178.1;size=1;,gi|29243383|dbj|AP001006.5|,93.182,88,6,0,1,88,150030,149943,1.53E-26,130,9606
1066,Met178.3;size=2;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1067,Met178.3;size=2;,gi|157863082|gb|EF555595.1|,98.582,282,4,0,32,313,1,282,2.69E-137,499,460827
1068,Met178.3;size=2;,gi|157863080|gb|EF555594.1|,98.246,285,5,0,29,313,1,285,2.69E-137,499,460827
1069,Met178.4;size=2;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1070,Met178.4;size=2;,gi|157863082|gb|EF555595.1|,99.288,281,2,0,33,313,2,282,4.47E-140,508,460827
1071,Met178.4;size=2;,gi|157863080|gb|EF555594.1|,98.596,285,4,0,29,313,1,285,5.78E-139,505,460827
1072,Met179.1;size=3;,gi|332801940|gb|JF793220.1|,99.042,313,3,0,1,313,345,657,3.38E-156,562,1031123
1073,Met179.1;size=3;,gi|157863082|gb|EF555595.1|,100,282,0,0,32,313,1,282,5.74E-144,521,460827
1074,Met179.1;size=3;,gi|157863080|gb|EF555594.1|,99.649,285,1,0,29,313,1,285,5.74E-144,521,460827
1075,Met179.2;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1076,Met179.2;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1077,Met179.2;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
1078,Met179.3;size=3;,gi|332801940|gb|JF793220.1|,98.722,313,4,0,1,313,345,657,1.57E-154,556,1031123
1079,Met179.3;size=3;,gi|157863082|gb|EF555595.1|,99.645,282,1,0,32,313,1,282,2.67E-142,516,460827
1080,Met179.3;size=3;,gi|157863080|gb|EF555594.1|,99.298,285,2,0,29,313,1,285,2.67E-142,516,460827
